proteinA_entrezid,proteinB_entrezid,databases
2060,23149,bioplex|HIPPIE|HINT-complex
3442,3451,inweb|bioplex|HIPPIE
2624,3013,encode
4602,5929,inweb
2263,3836,signalink
1650,7412,APID|intact
2720,9218,qubic
6432,8726,innatedb
153443,196463,qubic
50863,83897,instruct|hiunion|APID|biogrid|HINT-binary|intact
2039,53635,instruct|APID|biogrid|HINT-binary|intact
3665,7320,pina|APID|intact|instruct
4624,9730,qubic
79005,84708,intact
4609,7204,qubic
1454,51512,qubic
6794,7069,instruct|APID|biogrid|HINT-binary|intact|mint
6155,6204,HINT-binary|HIPPIE|CoFrac
2533,4068,APID|HIPPIE|intact|mint|litbm17|inweb
79085,160728,bioplex
1794,440295,intact|hiunion
55004,57521,instruct|APID|HIPPIE|HINT-binary|intact|litbm17|inweb
22929,54978,instruct|APID|biogrid|HINT-binary|intact|pina
143684,386678,instruct|hiunion|APID|biogrid|HINT-binary|intact
5710,7057,inweb
6722,10524,inweb
4800,6882,inweb
8682,51631,instruct|APID|biogrid|HINT-binary|intact|pina
8402,54915,bioplex|HIPPIE
81853,114569,hiunion
10052,11045,bioplex
604,24144,instruct|APID|biogrid|HINT-binary|intact
28960,51343,HINT-binary|inweb|HIPPIE
54751,440093,intact|hiunion
3065,79056,instruct|APID|biogrid|HINT-binary|intact|pina
533,4544,APID|intact|biogrid
3265,127281,bioplex|HIPPIE
7316,10869,inweb|HINT-complex
2124,133022,hiunion
55012,116173,instruct|hiunion|APID|biogrid|HINT-binary|intact
2200,8614,inweb
9877,55787,CoFrac
1741,2905,intact|inweb
118,7171,qubic
54919,55183,qubic
1994,94103,innatedb
5091,55871,bioplex|HIPPIE
6138,6231,HINT-binary|HIPPIE|qubic|CoFrac
2737,3065,pina|inweb
7004,9851,instruct|hiunion|APID|biogrid|HINT-binary
4218,54900,inweb
9612,79155,pina|APID|biogrid|instruct
160,80331,intact
1053,1991,innatedb
1981,3309,qubic
1355,9775,APID|intact
58,6667,signalink
1660,5111,inweb|HIPPIE
672,7430,pina|inweb|HIPPIE|HINT-complex
3012,7323,HIPPIE
6837,9443,qubic|HIPPIE|inweb|bioplex|HINT-complex
1485,54535,hiunion
9296,10959,qubic
974,7249,bioplex
4312,6372,innatedb
10763,54865,qubic
3661,10010,HINT-binary|innatedb|inweb|pina
3113,27333,bioplex|HIPPIE
5090,11022,encode
9583,441250,bioplex
902,1018,hiunion
4205,56940,encode
3305,7706,inweb
10000,51177,innatedb|inweb
5467,10891,APID|intact|litbm17|HIPPIE
6997,25852,bioplex|HIPPIE
6613,57594,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary
30844,118427,bioplex
1017,11100,KinomeNetX
2665,11031,bioplex|HIPPIE
207,6426,KinomeNetX
1017,6208,HIPPIE
10286,79980,bioplex|HIPPIE
2534,55644,qubic
1500,5518,signalink
2672,10526,innatedb
50674,55177,bioplex
5058,5236,PhosphoSP|instruct|innatedb|APID|KinomeNetX|HINT-binary|intact
6143,6224,HINT-binary|HIPPIE|CoFrac
80019,158358,pina|APID|biogrid|inweb
701,147912,encode|signalink
4898,55233,inweb|HIPPIE|HINT-complex
1052,9232,innatedb
6850,9368,innatedb
2885,79949,instruct|APID|biogrid|HINT-binary|intact|litbm17
4286,7942,qubic|bioplex|HIPPIE
1956,2099,signalink|HIPPIE|HINT-binary|inweb|HINT-complex
6293,143884,intact|hiunion
1017,2934,qubic
23390,51439,bioplex
2040,51026,qubic
5347,221545,instruct|APID|biogrid|mint|intact|pina
147,1758,signalink
974,55366,bioplex
3222,23512,encode
5204,7411,instruct|hiunion|qubic|APID|HINT-binary|intact|inweb|bioplex|CoFrac|HINT-complex
183,6925,encode
3853,100653049,hiunion
1653,6872,encode
1511,5473,HIPPIE
3846,653240,instruct|hiunion|APID|biogrid|HINT-binary|intact
3169,100132464,encode
54967,148398,hiunion
1058,8334,interactome3d
5885,55969,encode
5165,94104,KinomeNetX
147687,386675,instruct|hiunion|APID|biogrid|HINT-binary|intact
998,445582,signalink
4087,4855,innatedb|inweb
3575,50943,signalink
4691,10360,HINT-binary|HIPPIE
7051,55262,intact|hiunion
51023,79159,bioplex|HIPPIE
1880,57463,bioplex|HIPPIE
6399,85509,hiunion
5914,6497,inweb|HIPPIE|HINT-complex
5204,57542,intact|hiunion
5303,6709,instruct|APID|biogrid|HINT-binary|intact|pina
7046,150709,signalink
8357,10919,HIPPIE
90485,284001,hiunion
112464,100528062,hiunion
1630,4690,inweb
3850,7185,intact|hiunion
7026,10127,encode
347,493869,intact|hiunion
125,7531,innatedb
4109,139422,bioplex
2660,2660,interactome3d|instruct|APID|HIPPIE|HINT-binary|intact|mint|litbm17
1132,148808,mint|intact
6631,7316,inweb
2597,29110,HINT-binary|HIPPIE
2898,9463,instruct|APID|signalink|biogrid|litbm17|inweb|pina|HINT-complex
2624,10342,signalink
3123,4155,interactome3d|instruct|APID|HINT-binary|intact|inweb
2519,83755,intact|hiunion
695,57590,signalink
9785,23210,bioplex
8678,64422,inweb
857,10825,inweb
2932,9158,instruct|APID|biogrid|mint|intact|pina
2113,54861,signalink
6047,403341,hiunion
1460,23478,instruct|APID|biogrid|intact|pina
3927,54870,hiunion
6629,51574,HIPPIE|HINT-complex
1432,27347,pina|inweb|HIPPIE
5160,10989,APID|intact
1874,55789,encode
6790,51735,bioplex
4218,57553,HIPPIE
3170,81631,encode
2119,6582,instruct|APID|biogrid|HINT-binary|intact
9774,23759,encode
2801,80028,instruct|hiunion|APID|biogrid|HINT-binary|intact
10155,23411,inweb|HIPPIE|HINT-complex
1627,9209,qubic
901,4831,bioplex
7638,7768,bioplex
6886,10013,encode
7327,80117,instruct|APID|biogrid|HINT-binary|intact
1385,5321,innatedb
10013,203068,inweb|HIPPIE|HINT-complex
386681,100132341,intact
4115,9412,instruct|hiunion|APID|biogrid|HINT-binary|intact
10406,53339,bioplex
4193,11040,inweb
10134,201562,APID|biogrid|intact|litbm17|inweb|pina
9961,55758,bioplex
7314,7334,interactome3d
5928,54815,HIPPIE|inweb|bioplex|CoFrac|HINT-complex
1044,55342,bioplex
79142,147912,encode
2580,8711,qubic
4110,84708,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
9587,151246,inweb
8543,79739,hiunion
4628,4659,qubic
2873,9807,inweb
6908,283078,inweb
51177,80731,intact|hiunion
9240,53358,intact|hiunion
4736,6187,HINT-binary|CoFrac
8239,9736,CoFrac
2011,23303,PhosphoSP|HIPPIE|HINT-binary|inweb|HINT-complex
10450,55702,bioplex
3725,4205,encode|signalink
6256,8553,instruct|APID|HIPPIE|intact|inweb|HINT-complex
81037,340061,innatedb
1994,53981,innatedb|inweb
421,1942,signalink
991,55743,inweb
5355,9536,intact|hiunion
51517,79677,qubic
9218,11160,qubic
160,4172,qubic
2317,2624,signalink
3159,4869,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|pina
357,2534,pina|APID|intact|instruct
1058,51773,inweb
3763,92960,intact|hiunion
2064,8826,innatedb|inweb
5971,79155,bioplex
7314,84651,bioplex
2549,8440,pina|APID|intact|instruct
5017,55138,intact|hiunion
25906,51548,qubic
3833,8355,HIPPIE
2099,155465,encode
6919,55840,intact|hiunion
10097,91612,qubic
22985,55037,CoFrac
2044,2064,biogrid
753,57154,bioplex|HIPPIE
29886,92840,hiunion
996,22976,inweb
2961,23070,bioplex
5208,10971,inweb|HIPPIE
84699,89885,intact|hiunion
4478,9329,CoFrac
1500,5582,signalink
7681,83878,intact|hiunion
7316,10940,inweb
5715,26019,APID|intact
9716,79753,bioplex|HIPPIE
5532,5888,qubic
10392,58484,innatedb|inweb
1999,5584,PhosphoSP|inweb
1946,23218,signalink
4001,50809,CoFrac
9146,23506,intact|hiunion
4035,253512,bioplex
4798,23582,bioplex|HIPPIE
602,116238,encode
2950,63893,qubic
23034,84807,hiunion
10667,101060226,hiunion
30817,93380,intact|hiunion
2100,27122,instruct|APID|biogrid|HINT-binary|intact|mint
54754,55048,hiunion
23390,80023,bioplex|HIPPIE
2353,80008,encode
3320,6789,HIPPIE
4159,56246,inweb
2963,6877,inweb|HIPPIE
2908,9343,encode
2267,7373,bioplex|HIPPIE
283,23764,encode
3861,85417,intact
7329,23426,APID|litbm17|biogrid|inweb
4149,64318,encode
56912,92104,bioplex|HIPPIE
7161,28996,APID|signalink|biogrid|inweb|pina
3052,56479,bioplex|HIPPIE
54623,80349,qubic|HIPPIE|HINT-binary|inweb|HINT-complex
2023,57829,intact
1045,5080,inweb
4359,5376,inweb
3860,90410,instruct|hiunion|APID|biogrid|HINT-binary|intact
3326,10107,pina|APID|intact|instruct
7337,9352,HINT-binary|HIPPIE|CoFrac
10134,10422,bioplex
4223,7507,hiunion
55526,56938,bioplex
648,2146,HINT-binary|HIPPIE
3801,10363,hiunion
3840,57224,qubic
3178,23435,HIPPIE|HINT-complex
7251,51497,pina|APID|intact|instruct
10127,84809,encode
7518,171483,instruct|hiunion|APID|biogrid|HINT-binary|intact
3840,9112,intact|hiunion
7341,9775,HIPPIE
2312,55504,bioplex
5575,64960,bioplex
140576,221184,CoFrac
10791,65983,intact|hiunion
721,10747,innatedb|interactome3d
28602,28662,interactome3d
10383,10495,instruct|APID|biogrid|HINT-binary|intact
6880,10474,inweb
2551,6196,KinomeNetX
92595,113878,intact|hiunion
4131,84623,APID
330,332,innatedb|inweb
1665,93380,CoFrac
7957,27247,APID|litbm17|biogrid|inweb
3304,5340,APID|litbm17|inweb
2891,79637,signalink
5058,30827,KinomeNetX
4163,51531,mint|APID|intact
9774,100506241,encode
4700,55967,HINT-binary|inweb|HIPPIE|HINT-complex
351,6224,innatedb
7874,202559,bioplex
3169,26018,innatedb
1994,26225,innatedb
7316,55157,inweb
970,132001,bioplex
6168,57109,bioplex
1003,4650,bioplex
7013,23639,intact|hiunion
9126,9985,inweb
11338,55145,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
2091,55274,bioplex
9700,23765,bioplex
6478,57630,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb|pina
9569,55827,APID|intact|litbm17|biogrid
5002,10455,intact
7329,9075,pina|APID|biogrid|inweb
4188,60370,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|mint|pina
7532,10014,inweb|HIPPIE|HINT-complex
80069,375791,intact
6294,29127,qubic
998,28990,qubic
84342,91949,HINT-binary|HIPPIE|CoFrac|inweb
9902,9902,HINT-binary|insider
51073,55794,bioplex|HIPPIE
79027,153643,intact|hiunion
4791,9641,innatedb
154,7993,innatedb
1020,7917,pina|APID|biogrid|instruct
2091,10856,inweb
6885,10856,KinomeNetX
2257,7633,hiunion
25,3841,signalink
9319,57213,instruct|hiunion|APID|biogrid|HINT-binary|intact
3265,84064,bioplex
6310,9804,instruct|APID|biogrid|HINT-binary|intact|pina
4208,8294,encode
6720,81631,encode
55334,83550,intact|hiunion
4000,143884,APID|biogrid
6045,23481,innatedb
6772,23759,encode
5909,7022,signalink
2074,6613,HIPPIE
7705,8801,bioplex|HIPPIE
351,257169,HIPPIE|HINT-complex
6182,28957,CoFrac
140735,154796,HINT-binary|HIPPIE
695,8816,signalink
2932,6662,PhosphoSP
7328,55521,instruct|APID|biogrid|HINT-binary|intact|pina
1958,1992,encode
9144,9293,bioplex|HIPPIE
208,79689,APID|intact|biogrid|instruct
10870,284415,hiunion
142,5241,inweb
4760,83903,KinomeNetX
7010,7010,interactome3d|PhosphoSP|instruct|HIPPIE|HINT-binary|insider
29992,79932,bioplex|HIPPIE
5496,7942,qubic
7391,9764,encode
54536,55275,bioplex
60488,196441,bioplex
80173,200081,bioplex
4956,60491,bioplex
6138,56919,qubic
6421,30827,qubic
2624,8506,signalink
2099,64210,inweb
26239,353137,intact|hiunion
7913,8338,inweb
8867,29763,pina
11130,644186,bioplex
25975,79654,bioplex
9559,10768,CoFrac
10464,143884,hiunion
2066,5777,mint|APID|intact|biogrid
1263,7531,PhosphoSP|KinomeNetX
5597,9704,HINT-binary|HIPPIE
4139,27005,inweb|HIPPIE
6143,7391,encode
10127,55844,bioplex
1896,4300,bioplex|HIPPIE
3556,5294,innatedb
1994,10914,inweb
147,7852,intact
7021,7329,APID|intact|biogrid|inweb
1827,4738,inweb
6925,10381,encode
10274,23063,HINT-binary|inweb|HIPPIE|HINT-complex
2319,196264,bioplex|HIPPIE
4792,4793,signalink|HINT-binary|inweb|bioplex|HINT-complex
6737,6773,encode
467,2677,encode
26292,221184,APID
3985,6570,bioplex
6130,6233,CoFrac
5516,27185,intact
5439,6919,inweb
351,4582,hiunion
11177,121441,qubic
4067,55824,HINT-binary|inweb|HIPPIE
4522,112464,CoFrac
10059,113130,qubic
5481,6277,inweb
2885,8365,HIPPIE
3841,7066,signalink
6363,51554,innatedb|inweb
2519,5300,intact|hiunion
3306,8314,inweb
9026,10928,bioplex
29844,115106,instruct|hiunion|APID|biogrid|HINT-binary
7334,51606,CoFrac
125997,337968,hiunion
10782,11154,encode
10817,254187,intact|hiunion
1410,4089,inweb
23061,90809,bioplex|HIPPIE
467,64412,encode
5579,11187,signalink
55215,353497,inweb
154,23542,APID|litbm17|biogrid
840,5664,HIPPIE
3320,6885,inweb|HINT-complex
4800,54971,hiunion
529,534,instruct|APID|biogrid|intact|inweb|pina
5605,10256,pina|APID
26266,503497,intact|hiunion
7528,79898,encode
6773,255403,encode
2957,4149,encode
623,6535,mint|intact
1656,2801,instruct|hiunion|APID|biogrid|HINT-binary|intact
3305,65008,CoFrac
1289,10147,intact
9636,10013,inweb
11074,139599,inweb
22880,54557,qubic
54165,57561,instruct|hiunion|APID|biogrid|HINT-binary|intact
2623,149473,instruct|hiunion|APID|biogrid|HINT-binary|intact
4149,11091,HIPPIE|HINT-complex
8027,84231,bioplex
6722,51008,inweb
2099,26959,instruct|APID|biogrid|HINT-binary|intact|mint
4233,5607,biogrid
8660,9318,CoFrac
1662,29766,qubic
5908,23390,instruct|APID|biogrid|HINT-binary|intact|pina
5516,57464,qubic|HIPPIE|HINT-binary|inweb|bioplex
5078,56344,intact|hiunion
4214,50943,signalink
55704,64753,bioplex
4670,6428,CoFrac
1915,5687,CoFrac
6045,10383,innatedb
2185,9821,APID|litbm17|biogrid|inweb
9783,100529063,hiunion
3066,50514,inweb
144811,285973,bioplex|HIPPIE
116,6788,bioplex|HIPPIE
93426,114932,instruct|hiunion|APID|biogrid|HINT-binary|intact
2110,140691,hiunion
5879,51330,inweb
6667,56927,encode
1104,92856,qubic
4534,54545,inweb
9531,10273,instruct|qubic|APID|HIPPIE|HINT-binary|intact|litbm17|HINT-complex
2189,57697,inweb|HIPPIE|HINT-complex
10791,162427,intact|hiunion
9071,252839,intact|hiunion
1869,147015,encode
9852,159195,hiunion
719,84317,bioplex
6238,53339,qubic
23243,26994,APID|intact|instruct
10467,84901,bioplex
9099,23087,pina|APID|biogrid
5708,10869,APID|intact|instruct
7053,65061,bioplex
3596,4904,signalink
10294,10726,instruct|APID|HINT-binary|intact|litbm17
3727,26228,signalink
104,8575,hiunion
4893,375519,bioplex
114928,154313,instruct|APID|biogrid|HIPPIE|HINT-binary|intact
5881,7316,inweb
55620,79637,signalink
4233,11146,APID|biogrid|litbm17|inweb|pina
1068,129049,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|bioplex
3981,10393,APID|biogrid
7324,10221,bioplex
1460,23429,bioplex|HIPPIE|HINT-complex
9356,79085,bioplex
1997,6790,encode
6634,51574,HIPPIE|HINT-complex
705,342132,hiunion
9110,79797,bioplex
7975,83543,encode
4152,6279,innatedb
81539,286753,hiunion
57396,63978,signalink
5515,7203,HINT-binary|qubic|inweb|HINT-complex
84970,337878,intact|hiunion
2932,84365,PhosphoSP|KinomeNetX
6839,23411,inweb|HIPPIE|HINT-complex
1670,10009,bioplex
3212,4801,encode
705,23608,intact|hiunion
5566,9033,PhosphoSP
6469,63978,signalink
10075,26994,pina|APID|instruct
3638,51141,inweb
2773,4544,inweb|HIPPIE|HINT-complex
8646,57045,inweb|HIPPIE
1978,5318,signalink
2033,3456,innatedb
762,6521,inweb
2624,5155,signalink
2669,80823,intact|hiunion
224,29911,bioplex|HIPPIE
337969,353323,intact|hiunion
2099,645432,encode
6048,23484,intact|hiunion
4201,8907,intact|hiunion
602,127933,KinomeNetX
1031,5606,biogrid
4615,8405,instruct|hiunion|innatedb|APID|biogrid|HIPPIE|HINT-binary|intact|litbm17|pina|bioplex|HINT-complex
54665,57731,bioplex
1021,10848,KinomeNetX
963,613212,intact|hiunion
10253,81853,APID|biogrid|instruct|hiunion
6667,23261,encode
79837,146562,bioplex
57332,64753,instruct|hiunion|APID|biogrid|HINT-binary
7529,53616,instruct|APID|HINT-binary|intact|litbm17|inweb|pina
54902,146542,intact|hiunion
421,4486,signalink
5332,54413,APID|biogrid
8722,10022,bioplex
9618,23512,innatedb
8241,55145,APID|intact|biogrid|hiunion
8536,202134,bioplex
59349,84708,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
3169,6256,encode
597,6597,innatedb
8894,147912,encode
3054,63925,inweb
1874,5596,signalink
55022,386677,APID|biogrid|instruct|hiunion
7186,26150,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|pina
5578,55156,signalink
1876,9852,encode
1398,2042,inweb|signalink|HIPPIE
8794,90678,instruct|APID|HIPPIE|HINT-binary|intact|pina
1643,10534,bioplex
1736,10856,HINT-binary|bioplex|inweb|HINT-complex
3265,29785,bioplex
811,10961,HINT-binary|interactome3d|intact|instruct
336,336,HIPPIE
55885,388336,hiunion
3987,57862,hiunion
3866,89953,instruct|hiunion|APID|biogrid|HINT-binary|intact
286530,440686,bioplex|HIPPIE
51253,84311,HINT-binary|HIPPIE|bioplex|CoFrac
472,50943,signalink
5521,6950,HINT-complex
5585,5606,inweb
7316,10395,inweb
4723,4724,interactome3d|HIPPIE|HINT-binary|inweb|HINT-complex
3164,9782,pina|APID|intact
373,286499,instruct|hiunion|innatedb|APID|biogrid|HINT-binary|intact
2664,8766,bioplex
85291,147687,instruct|hiunion|APID|biogrid|HINT-binary|intact
7871,27342,bioplex|HIPPIE
1051,4312,innatedb
5090,54882,encode
2874,91404,instruct|hiunion|APID|biogrid|HINT-binary|intact
3993,84612,qubic|innatedb|HIPPIE|HINT-binary|inweb|bioplex|HINT-complex
1958,5728,inweb
1457,5074,PhosphoSP
9101,51510,inweb
4171,653604,interactome3d|instruct|HIPPIE|HINT-binary|insider|inweb|HINT-complex
4343,23466,HIPPIE
1649,4005,instruct|hiunion|APID|biogrid|HINT-binary|intact
4609,11014,biogrid
2033,2975,inweb
2113,10023,signalink
8045,79598,bioplex|HIPPIE
2100,3006,HIPPIE|HINT-complex
1917,2324,bioplex
84217,149950,intact
581,1410,inweb
1627,4628,qubic
9111,112714,instruct|hiunion|APID|biogrid|HINT-binary|intact
2091,4809,HINT-binary|inweb|CoFrac|HINT-complex
6774,83479,encode
51058,90933,hiunion
51002,348995,bioplex|HIPPIE
6015,23429,instruct|hiunion|qubic|APID|biogrid|HINT-binary|intact|litbm17|inweb|pina|bioplex|HINT-complex
8361,333932,HIPPIE
10426,27229,qubic|inweb|HIPPIE
5894,10273,instruct|APID|HIPPIE|HINT-binary|intact|litbm17|inweb
27074,132001,bioplex
57730,126868,hiunion
7185,25801,intact|hiunion
79890,140461,instruct|APID|biogrid|HINT-binary|intact
220134,348235,interactome3d|instruct|APID|biogrid|HIPPIE|HINT-binary|intact|mint|litbm17|inweb|HINT-complex
7474,728378,bioplex
8038,9457,intact|hiunion
3295,10651,qubic
2299,116071,hiunion
2866,3488,hiunion
1877,4904,bioplex
3678,3693,inweb|HIPPIE
664,84641,hiunion
5970,8986,PhosphoSP|KinomeNetX
9146,222546,APID|intact|biogrid|hiunion
6809,22974,qubic
8724,79005,bioplex|HIPPIE
367,51422,signalink
4543,6664,APID|intact|biogrid
10291,10813,CoFrac
2113,79590,encode
3885,200081,intact
22902,27185,intact
23468,285590,intact
5142,5566,PhosphoSP|KinomeNetX
2801,10959,inweb|HIPPIE
20,7533,qubic
9463,92170,intact|hiunion
6711,54477,instruct|APID|biogrid|HINT-binary|intact
5500,7798,qubic
813,5034,HINT-binary|HIPPIE
142,2308,inweb
506,10560,bioplex
7704,9612,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|pina|HINT-complex
3608,64794,bioplex|HIPPIE
11326,79810,bioplex|HIPPIE
84612,128308,qubic
2289,11035,innatedb
22950,147179,CoFrac
8294,26013,HIPPIE
4223,83878,intact
990,7311,qubic
3818,22890,bioplex
4778,5601,innatedb
9061,54206,APID|biogrid
10523,55749,instruct|APID|biogrid|intact|mint|inweb
363,6843,hiunion
9212,10726,PhosphoSP
23299,79005,intact
4544,78987,APID|intact|biogrid
51760,146434,intact|hiunion
10069,11269,HINT-binary|APID|intact|instruct
369,7791,KinomeNetX
23140,25975,bioplex
1019,1786,PhosphoSP
4188,163050,instruct|hiunion|APID|biogrid|HINT-binary|intact
177,7975,encode
5499,338699,APID|intact
10464,136288,hiunion
5911,10411,inweb
2547,3609,inweb
8021,339390,instruct|APID|biogrid|intact|pina
5595,10131,PhosphoSP
1629,1738,interactome3d|HIPPIE|inweb|bioplex|CoFrac
3796,283638,qubic
3326,84254,pina|APID|intact|instruct
3480,9112,KinomeNetX
1207,6628,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|mint|litbm17|inweb|pina|HINT-complex
5578,51305,PhosphoSP
6128,63931,bioplex|HIPPIE
3178,9775,HINT-binary|inweb|HIPPIE|HINT-complex
6195,27250,PhosphoSP
1499,5624,qubic
1460,8615,HIPPIE
6386,56125,bioplex
9612,728378,signalink
9184,10693,bioplex
3754,81037,intact|hiunion
1365,9883,APID|instruct
10084,51729,instruct|qubic|APID|biogrid|HIPPIE|HINT-binary|intact|mint|litbm17|inweb|pina|bioplex|HINT-complex
